Generation,RedPheromoneIntensity,GreenPheromoneIntensity,TIMEOUT,PHEROMONE_EVAPORATION,Fitness Score
16,156.874,186.424,3238.57,52.301,1182
16,140.209,160.502,3192.78,52.9842,40
16,114.242,167.354,5756.71,53.8384,51
16,130.977,175.098,5127.05,48.2436,52
16,119.525,143.071,4733.07,40.3578,40
16,131.429,153.413,2668.56,48.0164,92
16,149.362,132.68,3970.35,52.0835,49
16,98.8782,164.743,4702.13,51.866,420
16,127.876,226.18,3970.35,70.4019,513
17,112.084,156.26,4772.15,54.1024,3787
17,144.152,169.918,2953.57,47.2273,46
17,89.413,170.179,4159.91,50.6139,53
17,115.933,220.036,5541.75,52.0031,1399
17,147.27,160.686,5082.67,59.7574,92
17,126.967,161.897,4694,44.1939,49
17,121.53,165.679,4057.73,69.9651,67
17,128.891,192.39,5121.94,66.251,42
17,143.02,255,3970.35,70.4019,757
17,127.876,208.119,3970.35,52.0835,54
17,89.3949,254.603,5541.75,52.0031,53
17,166.917,165.679,4949.6,51.173,44
17,93.5748,215.049,4548.7,59.3228,69
17,153.956,204.19,4947.05,60.1767,139
17,131.429,153.413,2668.56,52.2714,43
17,126.417,195.052,4824.59,56.0213,49
17,123.681,159.702,4105.16,52.1373,51
17,125.779,206.598,4037.75,61.2696,54
17,110.725,220.614,4259.52,75.0616,335
17,127.422,171.823,4332.17,48.1387,43
18,112.084,156.26,4772.15,54.1024,3787
18,121.684,150.069,4553.48,55.3953,60
18,67.3601,217.543,6184.7,55.6629,56
18,118.333,207.644,5312.21,48.0351,122
18,105.19,242.28,5077.52,63.0324,57
18,112.084,194.437,4772.15,54.1024,40
18,130.751,193.147,4158.63,72.5134,136
18,132.341,212.402,4603.29,54.1795,55
18,148.778,210.514,4932.85,51.7152,169
18,143.148,208.296,6544.73,48.2759,620
18,111.405,188.437,4515.84,64.0959,111
18,108.637,199.27,3370.16,58.5674,1823
18,137.744,244.157,5574.01,58.4593,176
18,121.417,174.703,4465.39,75.247,41
18,134.248,218.652,3445.51,66.3753,38
18,108.637,196.694,3370.16,58.5674,55
18,107.347,236.173,3370.16,58.5674,253
18,111.078,221.909,4341.19,53.3013,72
18,124.411,255,4957.6,73.7212,55
18,145.963,253.533,5738.79,49.9956,67
19,112.084,156.26,4772.15,54.1024,3787
19,138.357,223.34,4948.71,67.2424,63
19,162.231,204.892,4151.5,55.1413,46
19,88.2702,217.155,4472.24,53.7404,51
19,128.684,220.985,7121.19,57.0457,71
19,117.908,221.719,4736.72,71.1184,69
19,111.581,231.766,4556.67,53.7018,55
19,99.7027,189.8,4860.43,60.6724,140
19,128.708,203.604,4151.5,39.2084,35
19,133.214,232.571,4454.57,42.0833,54
19,142.16,255,4336.76,58.619,60
19,127.122,255,4554.46,56.3607,54
