Generation,RedPheromoneIntensity,GreenPheromoneIntensity,TIMEOUT,PHEROMONE_EVAPORATION,CHANGE_TO_EXPLORER,CHANGE_TO_CARRIER,CHANGE_TO_NESTCARRIER,CHANGE_TO_FOLLOWGREEN,Fitness Score
8,120.754,67.6874,1326.07,84.7457,1.44735e+09,8.20361e+08,1.08993e+09,2.04464e+09,11
8,128.721,67.9966,1525.64,84.1371,1.55129e+09,9.45626e+08,1.09212e+09,1.99829e+09,993
8,127.35,45.3509,1551.52,87.6883,1.44342e+09,7.44897e+08,1.14587e+09,2.08755e+09,2719
8,120.701,53.2467,1427.78,82.1713,1.46481e+09,8.59361e+08,1.05166e+09,2.024e+09,460
8,130.031,68.2378,1706.46,81.0361,1.50945e+09,7.57403e+08,1.22332e+09,1.91225e+09,1212
8,127.381,48.4774,828.084,87.4632,1.51827e+09,7.42361e+08,1.09579e+09,2.08594e+09,333
8,127.35,54.3096,708.187,85.1409,1.29101e+09,7.44897e+08,1.07519e+09,2.08755e+09,2858
8,128.721,51.7599,1525.64,84.1371,1.55129e+09,7.48614e+08,1.20519e+09,1.99829e+09,1526
8,127.35,49.8303,1129.86,94.9047,1.36721e+09,7.44897e+08,1.11053e+09,2.08755e+09,72
8,127.32,58.9373,1654.88,85.366,1.36857e+09,7.47433e+08,1.12527e+09,2.08917e+09,2766
8,127.365,51.0376,1499.85,86.3021,1.48085e+09,8.77541e+08,1.08549e+09,2.08675e+09,2403
9,124.711,60.6217,1476.71,83.1542,1.50805e+09,9.02494e+08,9.00617e+08,2.01114e+09,2918
9,127.35,54.3096,1551.52,85.1409,1.44342e+09,7.26814e+08,1.07519e+09,2.08755e+09,830
9,127.304,57.9763,1706.56,84.2048,1.33114e+09,7.48701e+08,1.11497e+09,1.95047e+09,679
9,127.411,51.6039,1344.81,87.2382,1.59312e+09,7.39825e+08,1.18707e+09,2.08432e+09,2899
9,120.753,69.2324,1405.23,83.3335,1.57581e+09,7.85799e+08,1.09215e+09,1.99836e+09,684
9,128.035,48.5554,740.269,94.0476,1.49735e+09,7.46755e+08,1.17553e+09,1.86134e+09,5
9,128.721,59.9209,906.388,84.1371,1.73705e+09,7.48614e+08,1.20519e+09,1.99829e+09,1724
9,127.342,54.9874,1671.46,82.4201,1.42471e+09,8.12487e+08,1.07747e+09,2.08796e+09,307
9,113.398,64.8737,1490.47,85.0558,1.40796e+09,7.83897e+08,1.1076e+09,2.06691e+09,789
9,127.32,58.9373,2488.25,85.366,1.36857e+09,7.47433e+08,1.12527e+09,2.08917e+09,965
9,124.248,51.6636,1629.04,85.9465,1.38728e+09,7.46799e+08,1.13042e+09,2.01901e+09,65
9,128.035,57.1153,1228.96,84.8373,1.59023e+09,7.37714e+08,1.14019e+09,1.85484e+09,30
9,126.038,55.8296,1488.28,84.7281,1.49445e+09,8.90017e+08,7.98255e+08,2.04894e+09,455
9,126.716,46.9909,1191.55,83.6457,1.62255e+09,8.25554e+08,1.0529e+09,2.00471e+09,734
9,126.716,56.1908,1208.02,83.6457,1.52967e+09,8.25554e+08,1.0529e+09,2.00471e+09,781
9,123.801,64.927,1440.97,83.2438,1.54193e+09,8.44146e+08,9.96383e+08,2.00475e+09,1844
9,128.02,55.3486,1590.26,75.9705,1.45993e+09,7.48023e+08,1.16523e+09,2.04373e+09,147
9,118.599,64.9004,1489.93,84.1498,1.47495e+09,8.14022e+08,1.22724e+09,2.03583e+09,52
9,128.02,59.4291,1697.32,87.057,1.47187e+09,7.48023e+08,1.16523e+09,2.04373e+09,7
9,125.572,59.9572,1556.22,82.832,1.35259e+09,8.28317e+08,1.03692e+09,2.04635e+09,292
10,126.261,61.9694,1173.68,83.6905,1.63949e+09,7.9638e+08,1.10079e+09,2.00152e+09,3194
10,116.275,55.2706,1916.53,86.3021,1.48085e+09,7.43629e+08,1.2105e+09,2.08675e+09,887
10,124.91,55.8104,1592.63,84.3893,1.38288e+09,7.87558e+08,1.08367e+09,2.03268e+09,778
10,126.716,51.5909,1199.78,83.6457,1.50317e+09,8.25554e+08,1.0529e+09,2.00471e+09,1163
10,131.481,61.9055,1989.36,85.2109,1.38826e+09,7.65665e+08,1.11643e+09,2.07804e+09,957
10,121.495,51.1308,1554.04,84.9739,1.5517e+09,8.7644e+08,1.1317e+09,2.04573e+09,18
10,120.635,57.4724,1613.84,82.626,1.38865e+09,8.20402e+08,1.0572e+09,2.06716e+09,537
10,126.79,69.7435,1830.96,84.5282,1.50403e+09,7.55653e+08,1.11303e+09,2.04534e+09,11
10,126.488,54.4801,1182.61,87.0079,1.63102e+09,8.10967e+08,1.07685e+09,2.00312e+09,1760
10,127.659,53.0355,1191.2,85.3268,1.56709e+09,8.1826e+08,1.06488e+09,2.00391e+09,2384
10,124.711,60.6217,1476.71,83.1542,1.50805e+09,9.02494e+08,9.00617e+08,2.01114e+09,2918
10,125.713,49.8549,1338.25,83.3999,1.50561e+09,8.64024e+08,9.76761e+08,2.00793e+09,1910
10,134.723,57.5024,1182.44,84.5086,1.60329e+09,8.0732e+08,1.08283e+09,2.00272e+09,11
10,126.03,57.2187,1369.41,84.9199,1.45529e+09,8.19642e+08,1.05689e+09,2.02474e+09,14
10,126.058,59.6889,1801.6,83.9185,1.38846e+09,7.93033e+08,9.87481e+08,2.0726e+09,135
10,124.687,74.7374,1498.59,83.0379,1.44726e+09,8.36231e+08,1.01665e+09,2.02555e+09,934
10,126.058,59.6889,1801.6,83.9185,1.38846e+09,7.93033e+08,1.02087e+09,2.0726e+09,135
10,125.484,57.7497,1541.9,84.1539,1.38567e+09,7.90295e+08,1.03558e+09,2.05264e+09,561
10,126.146,62.4246,1271.55,84.3052,1.53246e+09,8.08011e+08,1.07884e+09,2.01313e+09,508
10,131.125,55.2383,1407.48,83.2771,1.50683e+09,8.79936e+08,9.38689e+08,2.00953e+09,1777
11,126.261,61.9694,1173.68,83.6905,1.63949e+09,7.9638e+08,1.10079e+09,2.00152e+09,3194
11,128.592,66.6901,1604.54,83.5978,1.44764e+09,8.67258e+08,9.63085e+08,2.04106e+09,2433
11,128.985,58.1928,1585.99,86.1094,1.50964e+09,7.88316e+08,1.09664e+09,2.03724e+09,772
11,125.599,53.8023,1345.4,83.7769,1.44564e+09,8.2716e+08,1.00617e+09,2.03028e+09,299
11,125.486,61.2955,1325.19,83.4224,1.57377e+09,8.49437e+08,9.53697e+08,2.00633e+09,35
11,126.185,64.2111,1333.95,84.2405,1.53757e+09,8.60377e+08,9.82746e+08,2.00753e+09,27
11,123.347,58.5806,1228.3,83.2722,1.38855e+09,8.06717e+08,1.02234e+09,2.06988e+09,83
11,125.155,57.212,1411.05,79.8236,1.47685e+09,7.8626e+08,9.53393e+08,2.02071e+09,629
11,126.902,65.1612,1231.37,84.816,1.54977e+09,8.13136e+08,1.07186e+09,2.00852e+09,203
11,129.392,54.1369,1299.34,82.1009,1.53696e+09,8.49098e+08,1.00178e+09,2.00672e+09,2928
11,125.486,61.2955,1325.19,83.4224,1.63634e+09,8.49437e+08,1.0007e+09,2.00633e+09,35
11,126.146,50.5681,1271.55,84.3052,1.54739e+09,8.08011e+08,1.07884e+09,2.01313e+09,428
11,132.344,53.9696,1322.37,82.9389,1.53409e+09,8.38129e+08,1.00398e+09,2.00316e+09,2091
11,131.734,54.6039,1364.92,83.108,1.52046e+09,8.26374e+08,9.71332e+08,2.00635e+09,2329
11,129.189,56.1649,1442.66,84.1051,1.5233e+09,8.55058e+08,1.04921e+09,2.02198e+09,756
11,127.369,63.2042,1438.04,83.9515,1.54179e+09,8.37635e+08,1.02096e+09,2.0271e+09,584
11,127.038,62.2199,1573.22,83.8758,1.3782e+09,8.28777e+08,9.99331e+08,2.04685e+09,1204
11,129.552,58.9041,1401.48,83.5297,1.46295e+09,8.32004e+08,9.96147e+08,2.01672e+09,8
11,126.873,73.4031,1507.8,81.7107,1.46224e+09,8.26759e+08,9.58239e+08,2.03089e+09,9
11,132.489,63.0902,1253.81,83.9655,1.51978e+09,8.28379e+08,1.04177e+09,2.00452e+09,399
12,126.261,61.9694,1173.68,83.6905,1.63949e+09,7.9638e+08,1.10079e+09,2.00152e+09,3194
12,130.868,54.0532,1310.85,82.5199,1.53553e+09,8.77583e+08,1.00288e+09,2.00494e+09,1587
12,127.496,52.2386,1322.37,82.9389,1.4913e+09,8.38129e+08,1.00398e+09,2.0185e+09,1092
12,125.708,59.5907,1292.37,82.2892,1.55817e+09,7.9132e+08,1.07749e+09,2.01112e+09,57
12,121.558,51.4034,1296.96,83.622,1.51935e+09,8.2307e+08,1.06049e+09,2.01582e+09,2010
