Generation,RedPheromoneIntensity,GreenPheromoneIntensity,TIMEOUT,PHEROMONE_EVAPORATION,CHANGE_TO_EXPLORER,CHANGE_TO_CARRIER,CHANGE_TO_NESTCARRIER,CHANGE_TO_FOLLOWGREEN,Fitness Score
12,129.375,63.8055,1213.75,83.828,1.57963e+09,8.12379e+08,1.07128e+09,2.00302e+09,10
12,129.302,57.9695,1248.02,83.3147,1.61089e+09,8.17255e+08,1.05238e+09,2.00234e+09,9
12,130.868,54.0532,1310.85,82.5199,1.53553e+09,8.1868e+08,1.00288e+09,2.00494e+09,1587
12,135.402,59.1924,1507.94,83.9905,1.45075e+09,8.41917e+08,1.02427e+09,2.03442e+09,2136
12,138.101,53.0036,1330.94,83.365,1.5199e+09,8.24722e+08,1.01591e+09,2.01108e+09,1744
12,133.873,56.581,1415.16,83.4647,1.49242e+09,8.40023e+08,1.01412e+09,1.92754e+09,863
12,122.156,57.6118,1452.08,83.6204,1.44905e+09,7.36838e+08,1.00762e+09,2.02897e+09,251
12,132.295,57.6786,1475.3,84.0478,1.3873e+09,8.48488e+08,1.03674e+09,2.0282e+09,860
12,130.868,54.0532,1089.64,82.5199,1.53553e+09,8.48132e+08,1.00288e+09,2.00494e+09,1377
12,125.466,57.6044,1255.35,83.725,1.54949e+09,8.17725e+08,1.14673e+09,2.00942e+09,339
12,129.667,59.9492,1707.29,83.9618,1.38275e+09,8.38632e+08,1.01804e+09,2.03753e+09,8
12,145.048,54.9038,1298.79,83.2552,1.49314e+09,8.45025e+08,1.01357e+09,2.01968e+09,485
12,129.83,63.9591,1313.95,83.4935,1.46934e+09,8.23896e+08,1.0382e+09,2.01345e+09,10
12,128.881,56.7518,1365.33,83.8864,1.4684e+09,8.33106e+08,1.09173e+09,2.01881e+09,1010
12,133.135,56.6228,1298.79,83.2552,1.49314e+09,8.45025e+08,1.01357e+09,1.94659e+09,852
13,126.261,61.9694,1173.68,83.6905,1.63949e+09,7.9638e+08,1.10079e+09,2.00152e+09,3194
13,123.6,49.4525,1408.7,83.7534,1.45872e+09,7.84972e+08,1.04968e+09,2.02389e+09,178
13,134.485,53.5284,1561.14,80.1335,1.52771e+09,8.21701e+08,9.96675e+08,2.00801e+09,2187
13,135.618,54.8132,1314.87,83.3101,1.50652e+09,8.34873e+08,1.01474e+09,2.02303e+09,1811
13,128.565,58.0113,1242.27,83.1052,1.58751e+09,8.60919e+08,1.05183e+09,2.00323e+09,1069
13,126.169,58.3913,1244.27,83.5003,1.573e+09,8.15627e+08,1.05776e+09,2.01228e+09,951
13,128.565,58.0113,1131.66,87.5778,1.58751e+09,8.22256e+08,1.05183e+09,2.00323e+09,6
13,125.864,59.7869,1214.51,83.7078,1.59449e+09,8.60208e+08,1.12376e+09,2.00547e+09,813
13,128.565,50.5538,1131.66,83.1052,1.58751e+09,8.22256e+08,1.05183e+09,2.00323e+09,2035
13,134.745,55.6971,1365.01,83.3874,1.59295e+09,8.37448e+08,1.01443e+09,1.97529e+09,2204
13,126.215,60.1803,1208.97,83.5954,1.60625e+09,8.06003e+08,1.00326e+09,2.0069e+09,2517
13,127.645,57.1173,1375.44,84.8771,1.47109e+09,7.90931e+08,1.0106e+09,1.98778e+09,801
13,131.683,66.3304,1463.23,82.0099,1.49806e+09,8.27404e+08,1.04406e+09,2.01341e+09,454
13,127.525,57.5715,1304.8,79.4146,1.5207e+09,8.24366e+08,1.05252e+09,2.01554e+09,1802
13,136.286,56.2376,1301.8,82.3044,1.50692e+09,8.34695e+08,1.03305e+09,2.0537e+09,1310
13,131.966,55.0909,1338.62,83.5908,1.48901e+09,8.12813e+08,9.18923e+08,2.03126e+09,1218
13,135.182,55.2552,1339.94,83.3487,1.54974e+09,9.15597e+08,1.01459e+09,1.99916e+09,2475
13,127.525,57.5715,1268.39,83.5004,1.5207e+09,8.24366e+08,1.05252e+09,2.01554e+09,2747
13,132.091,52.6835,1223.26,84.6393,1.54701e+09,8.28565e+08,1.03329e+09,1.97466e+09,11
13,134.833,61.4669,1450.54,81.7411,1.53873e+09,8.68649e+08,1.00563e+09,2.00359e+09,2
14,126.542,48.5598,1223.83,83.5717,1.58486e+09,8.10594e+08,1.01948e+09,2.00906e+09,3322
14,122.895,56.7411,1291.44,83.5455,1.53101e+09,8.1422e+08,9.88344e+08,1.97242e+09,2330
14,126.261,61.9694,1173.68,83.6905,1.63949e+09,7.9638e+08,1.10079e+09,2.00152e+09,3194
14,124.915,55.4761,1352.47,83.3681,1.57134e+09,8.76523e+08,1.01451e+09,1.99533e+09,821
14,131.571,56.1924,1309.83,81.3623,1.51361e+09,9.18911e+08,1.03363e+09,2.01929e+09,143
14,126.893,59.7705,1239.24,81.5525,1.58009e+09,8.10373e+08,1.047e+09,2.00853e+09,1161
14,130.819,57.7338,1302.12,82.47,1.67472e+09,8.23911e+08,1.03072e+09,1.99191e+09,1106
14,126.87,58.8759,1238.68,83.5479,1.56347e+09,8.15185e+08,1.03571e+09,2.01122e+09,2357
14,128.893,58.1864,1259.4,82.4789,1.55993e+09,8.62457e+08,1.01844e+09,1.96645e+09,2800
14,118.837,51.8253,1281.22,83.5812,1.58236e+09,7.17e+08,9.69203e+08,2.02016e+09,1554
14,122.895,60.0077,1291.44,83.5455,1.53101e+09,8.1422e+08,9.88344e+08,1.97242e+09,17
14,127.525,57.5715,1268.39,83.5004,1.5207e+09,8.24366e+08,1.07214e+09,2.01554e+09,2747
14,131.195,56.9631,1305.98,81.9162,1.59416e+09,9.22186e+08,1.03217e+09,2.0056e+09,30
14,127.893,58.9784,1214.42,82.0157,1.57001e+09,8.36415e+08,9.43816e+08,1.98749e+09,1072
14,127.525,57.5715,1268.39,83.5004,1.5207e+09,8.77717e+08,1.06233e+09,2.01554e+09,2747
14,127.718,45.993,1241.62,83.0253,1.57239e+09,8.36526e+08,1.01896e+09,1.9597e+09,2335
14,127.045,56.8521,1298.71,82.7309,1.56258e+09,8.68203e+08,1.08309e+09,1.98901e+09,1169
14,118.105,55.2646,1357.61,83.6311,1.61217e+09,8.03487e+08,1.06014e+09,2.00529e+09,638
14,131.984,57.5715,1268.39,83.5004,1.5207e+09,8.77717e+08,1.06233e+09,2.01554e+09,1101
14,127.209,69.5809,1253.81,82.5265,1.5504e+09,8.44045e+08,1.05467e+09,2.01204e+09,583
15,126.542,48.5598,1223.83,83.5717,1.58486e+09,8.10594e+08,1.01948e+09,2.00906e+09,3322
15,126.857,65.3791,1296.78,83.0078,1.60286e+09,8.19065e+08,1.00953e+09,1.98216e+09,387
15,122.752,54.3387,1289.97,83.156,1.57247e+09,7.92601e+08,1.02615e+09,2.00458e+09,936
15,128.209,57.8789,1263.89,82.9896,1.54031e+09,9.16499e+08,1.04039e+09,1.99099e+09,54
15,127.621,51.7823,1255,83.2628,1.54655e+09,8.30446e+08,1.05578e+09,1.98762e+09,604
15,129.172,57.6527,1646.09,82.9852,1.59771e+09,8.24139e+08,1.05143e+09,2.00373e+09,2404
15,127.621,51.7823,1255,83.2628,1.54655e+09,8.57121e+08,9.75402e+08,1.97177e+09,604
15,122.69,50.1926,1252.52,83.5764,1.51409e+09,7.63797e+08,9.94343e+08,2.06759e+09,496
15,127.463,57.787,1247.71,81.4258,1.5614e+09,8.40285e+08,1.03681e+09,1.98587e+09,850
15,125.156,50.9874,1253.76,83.4196,1.53032e+09,7.49123e+08,1.02506e+09,1.92903e+09,1711
15,122.815,56.4181,1683.2,83.5658,1.56644e+09,8.13927e+08,1.06614e+09,2.01042e+09,2297
15,127.034,53.0657,1246.11,87.8742,1.46928e+09,8.1748e+08,1.04581e+09,2.0123e+09,2132
15,124.647,51.4492,1099.79,83.3638,1.57867e+09,8.01598e+08,1.02281e+09,2.00682e+09,2865
15,127.591,51.89,1244.66,82.2255,1.6326e+09,8.38406e+08,1.02789e+09,1.97278e+09,9
15,127.382,51.4226,1270.16,87.2707,1.56749e+09,8.52364e+08,1.05103e+09,1.97435e+09,2912
15,126.876,59.0704,1238.82,83.0491,1.47396e+09,8.2732e+08,1.03717e+09,2.01055e+09,1045
15,127.368,55.9551,1279.18,83.3282,1.54659e+09,9.26826e+08,1.04424e+09,2.01006e+09,2214
15,129.683,54.497,1269.27,84.0284,1.54409e+09,8.65041e+08,1.05668e+09,1.99938e+09,494
15,124.893,53.7022,1268.04,82.3936,1.52088e+09,8.05041e+08,1.03598e+09,2.00844e+09,1340
15,129.172,57.6527,2013.79,79.0499,1.59771e+09,8.24139e+08,1.05143e+09,2.00373e+09,66
16,126.542,48.5598,1223.83,83.5717,1.58486e+09,8.10594e+08,1.01948e+09,2.00906e+09,3322
16,126.388,44.4734,1254.38,83.3412,1.53843e+09,7.89784e+08,1.04042e+09,1.95833e+09,1729
16,127.201,66.9462,1262.64,85.6012,1.50793e+09,8.72153e+08,1.04503e+09,2.01118e+09,812
16,126.711,45.6019,1250.24,85.6077,1.50386e+09,8.03632e+08,1.04311e+09,1.98531e+09,762
16,125.024,52.3448,1260.9,82.9066,1.44172e+09,7.77082e+08,1.03052e+09,1.96874e+09,1273
16,126.962,49.9912,1247,89.6238,1.57617e+09,8.31479e+08,1.03525e+09,1.99171e+09,1
16,125.024,52.3448,1260.9,87.1021,1.5256e+09,7.77082e+08,1.03052e+09,1.96874e+09,8
16,126.262,53.4713,1266.47,83.3739,1.53845e+09,9.3133e+08,1.03465e+09,1.96955e+09,1457
16,126.242,52.7961,1256.35,82.3096,1.57674e+09,8.21723e+08,1.04399e+09,1.99061e+09,1623
16,126.325,48.9724,1309.05,83.3576,1.53844e+09,8.60557e+08,1.03753e+09,1.96394e+09,2927
16,126.315,48.6348,1579.32,82.8254,1.55758e+09,8.05754e+08,1.04221e+09,1.97447e+09,2342
16,128.651,48.8036,1444.19,83.0915,1.54801e+09,8.33155e+08,1.03987e+09,1.9692e+09,1276
16,125.444,52.1227,1178.07,82.8367,1.68449e+09,8.29649e+08,1.0334e+09,1.99872e+09,648
16,125.567,53.2491,1262.19,82.3516,1.54881e+09,7.91123e+08,1.03999e+09,1.99953e+09,1915
16,116.497,54.0214,1273.94,83.2033,1.5062e+09,8.43938e+08,1.03735e+09,1.98724e+09,1119
16,126.055,50.9045,1243.01,86.9354,1.56683e+09,8.00859e+08,1.03295e+09,2.00429e+09,3159
16,128.651,48.8036,1444.19,83.0915,1.50154e+09,8.33155e+08,1.03987e+09,1.9692e+09,1276
16,126.383,48.2532,1246.63,86.2716,1.53535e+09,8.02246e+08,1.03803e+09,1.89763e+09,1575
16,125.074,50.8842,1282.7,82.8336,1.55759e+09,8.4114e+08,1.04076e+09,1.97728e+09,1857
16,125.668,50.2896,1274.59,83.1038,1.54802e+09,8.86235e+08,1.03771e+09,1.97341e+09,1748
17,126.542,48.5598,1223.83,83.5717,1.58486e+09,8.10594e+08,1.01948e+09,2.00906e+09,3322
17,125.567,53.2491,1262.19,84.6708,1.54881e+09,7.91123e+08,1.03999e+09,1.99953e+09,599
17,125.728,41.2361,1264.66,84.5526,1.54647e+09,8.21693e+08,1.12464e+09,1.93745e+09,811
17,126.105,49.4247,1249.21,83.3377,1.47817e+09,8.48415e+08,1.02859e+09,1.99124e+09,2953
17,126.293,51.2218,1287.76,85.6874,1.53845e+09,8.95944e+08,1.03609e+09,1.96674e+09,1345
17,125.904,53.0226,1259.27,82.3306,1.50627e+09,7.22686e+08,1.04199e+09,1.99507e+09,1946
17,126.299,49.7321,1233.42,88.0091,1.57585e+09,8.05726e+08,1.02621e+09,2.00668e+09,2717
17,125.42,49.7696,1411.17,84.8804,1.56221e+09,8.03306e+08,1.12082e+09,1.98938e+09,44
17,126.296,50.477,1048.17,86.8482,1.55715e+09,8.50835e+08,1.03115e+09,1.98671e+09,1360
17,126.312,57.4905,1271.24,85.6833,1.51702e+09,8.33142e+08,1.03187e+09,1.98531e+09,2957
17,125.983,41.0659,1254,85.5564,1.56193e+09,9.4175e+08,1.03196e+09,1.99004e+09,11
17,126.347,52.8718,1286.14,85.9774,1.52618e+09,8.17694e+08,1.03495e+09,1.94147e+09,963
17,126.202,49.5784,1241.31,85.6734,1.469e+09,8.27071e+08,1.0274e+09,1.99896e+09,1973
17,126.202,49.5784,1241.31,85.6734,1.52701e+09,7.22521e+08,1.0274e+09,1.99896e+09,1973
17,133.582,50.0182,1241.31,85.6734,1.52701e+09,7.22521e+08,1.0274e+09,1.99896e+09,580
17,126.305,53.6113,864.98,86.8462,1.54643e+09,8.19434e+08,1.02904e+09,1.99599e+09,3204
17,126.305,62.3346,1252.33,86.8462,1.54643e+09,8.19434e+08,1.02904e+09,1.99599e+09,2315
17,126.301,46.0194,1150.25,86.8472,1.55179e+09,8.35135e+08,1.0301e+09,1.99135e+09,1367
17,125.983,50.0109,1254,85.5564,1.56193e+09,8.45981e+08,9.65203e+08,1.99004e+09,1037
17,134.109,50.0277,1144.74,86.2608,1.51307e+09,8.38953e+08,1.02928e+09,1.99283e+09,499
18,130.136,50.7575,957.451,86.1214,1.52608e+09,8.04151e+08,9.84188e+08,2.01078e+09,3850
18,126.02,49.3633,1267.95,85.118,1.53174e+09,8.27417e+08,1.07826e+09,2.06145e+09,1875
18,126.163,51.4873,770.162,85.9821,1.53909e+09,8.04961e+08,1.05365e+09,2.02872e+09,3059
18,126.166,53.4269,1269.59,88.8985,1.52438e+09,8.3028e+08,1.05507e+09,2.02338e+09,1014
18,126.257,53.5344,1267.94,89.0203,1.49301e+09,8.30106e+08,1.02964e+09,1.99213e+09,727
18,126.231,51.9519,1158.88,87.8734,1.54076e+09,8.40557e+08,1.09803e+09,2.06617e+09,12
18,129.906,40.7656,1200.1,86.7734,1.53389e+09,7.81539e+08,1.06272e+09,2.03256e+09,1897
18,136.867,49.6586,1090.64,84.8465,1.55547e+09,8.07372e+08,9.10994e+08,2.00992e+09,9
18,126.542,48.5598,1223.83,83.5717,1.58486e+09,8.10594e+08,1.01948e+09,2.00906e+09,3322
18,126.326,53.2416,1075.56,86.4118,1.60411e+09,8.18564e+08,9.76451e+08,1.96873e+09,1685
18,126.182,50.5329,1005.74,85.8277,1.50404e+09,9.14809e+08,1.04053e+09,2.01384e+09,2344
18,126.202,49.5784,1241.31,85.6734,1.498e+09,7.74796e+08,9.40412e+08,1.99896e+09,1973
18,126.202,45.912,1241.31,85.6734,1.498e+09,7.74796e+08,9.40412e+08,2.05106e+09,1230
18,126.303,54.177,1201.29,86.8467,1.54911e+09,8.27284e+08,1.02957e+09,2.08611e+09,534
18,129.944,59.819,1246.82,86.2598,1.53672e+09,7.70978e+08,1.02822e+09,1.99747e+09,436
18,126.091,50.4253,1019.06,85.55,1.53542e+09,8.16189e+08,1.06595e+09,2.11148e+09,2992
18,126.302,50.0982,1175.77,86.847,1.55045e+09,8.79196e+08,1.02984e+09,2.03873e+09,3079
18,126.184,51.5026,1255.45,87.286,1.51119e+09,8.02538e+08,9.37745e+08,2.01117e+09,15
18,128.159,63.0196,981.594,85.9746,1.51506e+09,8.5948e+08,1.01236e+09,2.01231e+09,1881
18,126.209,51.8334,1047.31,85.9809,1.59322e+09,8.17377e+08,1.0212e+09,2.04011e+09,1939
19,130.136,50.7575,957.451,86.1214,1.52608e+09,8.04151e+08,9.84188e+08,2.01078e+09,3850
19,128.078,50.0604,1112.7,85.6197,1.52891e+09,9.14311e+08,1.03122e+09,2.03612e+09,3758
19,139.295,51.2955,1002.38,86.0512,1.46083e+09,8.10764e+08,1.0027e+09,1.98903e+09,3116
19,128.054,45.172,1220.7,86.2234,1.51594e+09,7.78412e+08,1.00156e+09,2.01576e+09,2165
19,127.351,55.7897,1102.71,81.0367,1.54996e+09,8.35037e+08,1.01592e+09,2.01068e+09,30
19,139.295,51.2955,1162.57,86.0512,1.46083e+09,8.10764e+08,1.0027e+09,1.98903e+09,1479
19,128.224,44.6627,1211.96,85.1725,1.55937e+09,7.96067e+08,1.01398e+09,2.02081e+09,765
19,126.252,50.0445,1221.3,86.26,1.50564e+09,8.0104e+08,9.84992e+08,2.06859e+09,3156
19,131.23,48.2224,1233.13,85.7506,1.50102e+09,8.44802e+08,9.9047e+08,2.03245e+09,3366
19,128.172,49.1867,1002.38,86.0512,1.55965e+09,8.10764e+08,1.0027e+09,2.02544e+09,2127
19,128.741,49.1335,973.316,87.3702,1.50333e+09,8.22921e+08,9.87731e+08,2.05052e+09,7
19,126.147,50.0019,1130.18,85.6117,1.51671e+09,7.95492e+08,9.21965e+08,2.05522e+09,891
19,127.119,55.9674,1238.08,86.7547,1.51357e+09,7.60278e+08,9.69654e+08,2.01346e+09,1868
19,122.455,49.49,1095.29,85.936,1.45794e+09,8.24477e+08,9.87329e+08,2.02161e+09,2854
19,127.085,50.2428,1065.88,85.0784,1.53216e+09,8.6525e+08,1.04859e+09,2.0738e+09,1657
19,124.378,49.7941,1135.53,86.3915,1.50419e+09,8.51836e+08,1.0899e+09,2.03017e+09,2020
19,127.599,53.0139,1489.13,86.1872,1.52124e+09,8.37294e+08,1.00044e+09,2.02479e+09,13
19,129.095,47.9647,1089.08,86.1724,1.52101e+09,7.88715e+08,9.92876e+08,2.01327e+09,2139
19,126.296,50.1237,544.31,86.0287,1.49201e+09,8.14314e+08,9.85759e+08,2.0162e+09,1372
19,133.207,53.6314,783.129,89.0041,1.4872e+09,7.85521e+08,9.86175e+08,2.00125e+09,1697
20,130.136,50.7575,957.451,86.1214,1.52608e+09,8.04151e+08,9.84188e+08,2.01078e+09,3850
20,124.787,52.7287,1166.69,91.0451,1.48575e+09,7.92377e+08,9.78492e+08,2.01754e+09,174
20,127.257,50.2758,1046.49,86.2565,1.51514e+09,8.27993e+08,1.03705e+09,1.95176e+09,1135
20,127.646,52.5771,1120.23,86.4029,1.53661e+09,7.27736e+08,9.86175e+08,2.01945e+09,2813
20,127.257,50.2758,1046.49,86.2565,1.51514e+09,8.27993e+08,1.03705e+09,2.05279e+09,1135
20,136.251,52.4634,972.85,87.5276,1.47401e+09,7.98142e+08,9.94435e+08,2.09855e+09,6
20,115.945,49.642,1613.23,86.1637,1.48107e+09,8.38156e+08,1.03862e+09,2.02589e+09,2379
20,121.098,49.8433,1417.27,87.8437,1.49335e+09,8.19598e+08,1.0118e+09,2.04724e+09,1207
20,130.426,53.1043,1444.8,87.7035,1.5119e+09,7.56628e+08,9.86175e+08,1.94413e+09,216
20,127.365,51.41,1006.78,85.7406,1.54831e+09,7.96493e+08,1.01738e+09,2.04663e+09,302
20,125.953,54.3481,1202.38,88.8999,1.44653e+09,7.64993e+08,9.74073e+08,2.0155e+09,54
20,129.751,51.8776,663.719,87.5164,1.4896e+09,7.99917e+08,9.85967e+08,1.9627e+09,6
20,128.697,61.1618,1001.97,86.1889,1.52061e+09,8.16072e+08,1.01062e+09,2.03178e+09,2766
20,140.164,50.5166,1001.97,86.1889,1.52061e+09,8.16072e+08,1.01062e+09,1.98127e+09,1719
20,121.12,49.8829,1078.77,86.0962,1.48654e+09,8.43028e+08,1.01219e+09,2.02104e+09,3842
20,133.779,49.7941,1135.53,86.3915,1.50419e+09,9.17482e+08,1.0899e+09,2.03017e+09,3755
20,143.963,51.7128,715.536,87.6978,1.4957e+09,8.34341e+08,1.03804e+09,2.01571e+09,9
20,118.892,48.9238,1083.92,86.1343,1.50377e+09,8.15871e+08,1.00253e+09,2.10001e+09,1070
20,123.708,50.0033,811.54,86.0625,1.48927e+09,8.28671e+08,9.98973e+08,2.11382e+09,2636
20,125.677,40.2328,965.885,89.6556,1.51294e+09,7.78203e+08,9.92574e+08,2.06664e+09,3430
21,130.136,50.7575,957.451,86.1214,1.52608e+09,8.04151e+08,9.84188e+08,2.01078e+09,3850
21,122.954,51.3058,1122.73,88.5706,1.48614e+09,8.67847e+08,1.05276e+09,2.01977e+09,2690
21,131.238,55.4779,1068.75,86.2902,1.5124e+09,8.66777e+08,1.07576e+09,2.03098e+09,13
21,125.677,51.2902,965.885,86.2327,1.51294e+09,7.78203e+08,9.92574e+08,1.99291e+09,504
21,127.45,49.8385,1107.15,86.2439,1.49537e+09,8.80255e+08,1.01125e+09,2.02561e+09,296
21,122.403,49.9233,1059.33,86.9531,1.49131e+09,8.24135e+08,1.00539e+09,2.08053e+09,2508
21,136.332,50.9112,1096.2,87.3798,1.50338e+09,8.4196e+08,1.03169e+09,2.00052e+09,9
21,127.096,53.3919,1309.07,87.4304,1.49927e+09,8.67312e+08,1.06426e+09,2.02537e+09,2034
21,127.187,50.6973,983.928,87.9223,1.51677e+09,7.57137e+08,1.0016e+09,2.04921e+09,805
21,128.744,49.8987,973.535,86.227,1.49673e+09,8.84428e+08,1.04444e+09,2.07199e+09,1749
21,128.744,49.8987,973.535,85.7665,1.49673e+09,8.84428e+08,1.04444e+09,2.00349e+09,2409
21,128.616,52.0747,1133.26,86.9991,1.51268e+09,8.35731e+08,1.02422e+09,2.01808e+09,2260
21,131.936,50.26,906.755,86.1257,1.50494e+09,8.22371e+08,9.09873e+08,2.04754e+09,2532
21,131.262,40.4673,944.983,82.3766,1.50046e+09,9.00955e+08,1.06717e+09,2.05108e+09,2731
21,127.856,52.7333,1221.16,87.2148,1.50073e+09,8.51522e+08,1.04424e+09,2.02173e+09,2858
21,127.92,51.6453,1141.3,86.8287,1.498e+09,8.7587e+08,1.05435e+09,2.11874e+09,2405
21,125.562,51.4755,1132.01,87.6997,1.49207e+09,8.71859e+08,1.05355e+09,2.06925e+09,2340
21,123.297,50.7575,957.451,86.1214,1.52608e+09,8.04151e+08,1.06678e+09,2.01078e+09,2994
21,121.793,44.2199,548.61,88.789,1.51486e+09,7.6767e+08,9.97085e+08,2.05792e+09,499
21,122.403,49.9233,1219.06,86.9531,1.49131e+09,8.24135e+08,1.00539e+09,2.05428e+09,2784
22,130.136,50.7575,957.451,86.1214,1.52608e+09,8.04151e+08,9.84188e+08,2.01078e+09,3850
22,128.749,50.8677,1019.38,82.5773,1.49851e+09,8.47115e+08,9.81712e+08,2.0584e+09,1989
22,126.02,50.3281,1061.98,86.1742,1.51141e+09,8.4429e+08,1.05561e+09,2.04139e+09,3028
22,126.269,50.3404,1008.39,82.9241,1.5087e+09,8.14143e+08,9.94788e+08,2.04565e+09,1493
22,130.699,45.6124,716.248,81.3143,1.51327e+09,8.52553e+08,1.02568e+09,2.03093e+09,585
22,119.188,49.911,1096.3,86.3598,1.49402e+09,8.54281e+08,1.02491e+09,2.02888e+09,3551
22,133.21,50.3342,1026.87,86.2406,1.51005e+09,8.29216e+08,1.00455e+09,2.01983e+09,3814
22,125.576,51.7454,1089.31,89.9538,1.51341e+09,8.27836e+08,1.05551e+09,2.01625e+09,2929
22,128.756,51.0027,1196.08,88.0398,1.50917e+09,8.25104e+08,9.82691e+08,2.0319e+09,8
22,122.418,50.5489,982.921,84.5228,1.51739e+09,8.09147e+08,1.03078e+09,2.02822e+09,3148
22,127.153,50.6871,1052.77,86.7331,1.4944e+09,8.78144e+08,9.91047e+08,2.03637e+09,688
22,123.99,63.5849,1057.47,86.1112,1.50473e+09,8.40503e+08,1.04217e+09,2.04873e+09,1278
22,139.248,51.4966,1063.96,86.6702,1.50284e+09,8.36947e+08,9.77057e+08,2.03463e+09,536
22,119.188,51.0369,1096.3,86.3598,1.49402e+09,8.54281e+08,1.02491e+09,1.94116e+09,2893
22,126.717,50.7575,726.428,86.1214,1.52608e+09,8.04151e+08,1.02548e+09,2.01078e+09,2119
22,129.318,50.5489,867.41,84.5228,1.51739e+09,8.09147e+08,1.01014e+09,2.02822e+09,2474
22,122.729,50.1257,1052.35,84.6419,1.50136e+09,8.70504e+08,1.00985e+09,2.03727e+09,2948
22,119.188,51.0369,1096.3,86.3598,1.49402e+09,8.54281e+08,1.04532e+09,1.94116e+09,2893
22,130.182,50.5107,1039.82,86.4868,1.50223e+09,9.38872e+08,9.97799e+08,2.0281e+09,3689
22,124.374,44.157,1057.16,85.4081,1.50638e+09,8.57397e+08,1.03273e+09,2.03933e+09,1783
23,130.136,50.7575,957.451,86.1214,1.52608e+09,8.04151e+08,9.84188e+08,2.01078e+09,3850
23,120.803,50.23,1039.61,90.1731,1.50571e+09,8.31714e+08,1.02785e+09,2.09737e+09,1695
23,130.182,50.5107,1039.82,86.4868,1.41817e+09,9.38872e+08,9.97799e+08,2.0281e+09,3689
23,126.147,51.2514,907.867,88.0376,1.51974e+09,8.15994e+08,1.0405e+09,2.08269e+09,1048
23,115.276,38.293,1068.06,86.4233,1.45609e+09,8.96577e+08,1.01136e+09,2.02849e+09,3197
23,124.685,50.7738,1068.06,86.4233,1.45609e+09,9.8139e+08,1.01136e+09,1.98463e+09,2281
23,114.02,51.0369,1096.3,86.3598,1.49402e+09,8.54281e+08,1.03512e+09,1.94116e+09,2980
23,119.995,50.6335,1348.65,88.2664,1.49986e+09,8.42998e+08,1.02638e+09,2.01926e+09,1181
23,128.141,51.0045,932.659,87.0795,1.45839e+09,8.10072e+08,1.01234e+09,2.04674e+09,8
23,124.662,50.8972,1026.87,86.2406,1.51005e+09,8.29216e+08,9.99964e+08,1.97597e+09,3465
23,124.662,50.8972,1026.87,86.2406,1.51005e+09,7.94536e+08,9.99964e+08,1.97597e+09,3465
23,115.641,50.7039,1033.35,90.7736,1.50614e+09,8.66704e+08,9.98881e+08,2.0151e+09,15
23,130.159,62.807,998.638,86.3041,1.51415e+09,8.71511e+08,9.00706e+08,2.01944e+09,7
23,122.101,50.7738,1068.06,86.4233,1.49812e+09,9.22885e+08,1.01646e+09,1.98463e+09,1328
23,123.695,43.4367,1259.72,85.4413,1.50571e+09,8.4986e+08,1.00491e+09,2.00662e+09,1246
23,119.969,49.8575,1047.47,86.332,1.48307e+09,8.62896e+08,1.00566e+09,2.00223e+09,3545
23,130.159,50.6341,998.638,86.3041,1.51415e+09,8.71511e+08,9.90993e+08,1.98189e+09,2475
23,122.729,44.4018,1053.94,86.4551,1.43713e+09,9.17724e+08,1.01209e+09,2.0283e+09,1273
23,119.825,41.225,1062.61,85.9157,1.48124e+09,8.76987e+08,1.02204e+09,2.10162e+09,3207
23,107.538,50.9671,1061.59,86.3002,1.50204e+09,8.41749e+08,1.01754e+09,1.95856e+09,786
24,130.136,50.7575,957.451,86.1214,1.52608e+09,8.04151e+08,9.84188e+08,2.01078e+09,3850
24,124.673,50.8355,1047.47,86.332,1.48307e+09,7.67259e+08,1.00566e+09,1.9803e+09,2475
24,127.422,34.2165,1530.9,86.3637,1.48512e+09,9.26451e+08,1.00117e+09,1.7733e+09,461
24,124.679,50.8047,1057.77,86.3776,1.59702e+09,8.74325e+08,1.00851e+09,1.98247e+09,2146
24,121.277,42.8134,848.933,86.1854,1.45918e+09,8.97356e+08,1.01707e+09,2.06496e+09,2289
24,124.662,50.8972,952.933,86.2406,1.51005e+09,8.29216e+08,9.99964e+08,1.97597e+09,3777
24,127.41,50.7656,975.785,92.8588,1.5121e+09,8.50364e+08,9.95479e+08,1.97893e+09,751
24,122.315,50.3773,503.428,86.2863,1.49656e+09,8.46056e+08,1.00281e+09,1.9891e+09,415
24,123.695,47.6495,1003.44,80.4856,1.47359e+09,8.7347e+08,1.00603e+09,2.00213e+09,632
24,123.695,47.6495,1040.41,86.3478,1.53946e+09,8.7347e+08,1.00603e+09,2.00213e+09,3566
24,124.178,49.2734,996.671,86.2942,1.52476e+09,8.51343e+08,9.49499e+08,1.98905e+09,2134
24,111.298,47.1361,1153.59,85.8866,1.49439e+09,8.0856e+08,1.00528e+09,1.99346e+09,1768
24,118.837,50.8623,1009.52,86.2108,1.51406e+09,6.70879e+08,1.00086e+09,1.98467e+09,967
24,122.795,50.7656,975.785,86.2724,1.5121e+09,8.50364e+08,9.95479e+08,1.97893e+09,960
24,122.315,50.3773,1000.2,86.2863,1.32946e+09,8.46056e+08,1.00281e+09,1.9891e+09,868
